 
      0   6200   1550      1
    1  0.2500000E+01 -0.1050000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1250000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1350000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1450000E+02 -0.1500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1450000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1350000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1250000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1150000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1050000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1250000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1350000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1450000E+02 -0.2500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1450000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1350000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1250000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1150000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1050000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1250000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1350000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1450000E+02 -0.3500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1450000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1350000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1250000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1150000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1050000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1250000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1350000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1450000E+02 -0.4500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1450000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1350000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1250000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1150000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1050000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1250000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1350000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1450000E+02 -0.5500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1450000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1350000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1250000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1150000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1050000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.9500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.8500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.7500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.6500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.4500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.3500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.2500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.1500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01 -0.5000000E+00 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5000000E+00 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.2500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.3500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.4500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.5500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.6500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.7500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.8500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.9500000E+01 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1050000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
    1  0.2500000E+01  0.1150000E+02 -0.6500000E+01  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.1000000E+01
